Uuid,Void/Retire,Name
07a5d160-973c-422b-89db-9aeddd8d70a1,TRUE,Voltaren 1%
8833d035-ac2d-4d23-b5cc-720ebfee1533,TRUE,Xopenex
f321c087-0a5b-48c1-a605-3954e6159b86,TRUE,Xylocaine
d5d560bc-e481-4874-93d0-a1023d1ce766,TRUE,Zantac 150mg
47453ba1-85f2-4c78-b1c7-8b3c79e40df2,TRUE,Zeasorb 2%
d6f041d9-cf9b-4208-87fa-355a4ef6fcaa,TRUE,Zofran 8mg
3cff7277-8c40-40fe-bdee-79c04376447b,TRUE,Zyrtec 10mg
1f00446e-7247-4c01-88b3-8ca215e29e23,TRUE,Zyrtec 1mg/1ml
8047be01-5891-4404-9a92-59f969c82050,TRUE,ALPHA LIPOLIC ACID 300 CAPS 30 CAPS/BOX
4fe31f1b-fce6-43e7-bb7d-20c40b379f68,TRUE,ANTI HEMORRHOIDS CREAM 30 GRAM /TUBE
b4c0814d-d4fd-4a78-ab65-d90a5c85bddb,TRUE,ANTI HEMORRHOIDS CREAM 20 GRAM /TUBE
b1271e8a-533c-43d9-9f6d-9748dd538a88,TRUE,ANTIHISTAMINE DECONGESTANT EYE DROPS 5 ML /BOTT
7ebc0e69-268b-4f12-8cd4-a8f8662310b0,TRUE,ANTIHISTAMINE DECONGESTANT SYR 100 ML /BOTT
72500b0b-a249-4b22-8866-d59f7d54f6f5,TRUE,ANTILICE SPRAY (WITH COMB) DIMETHICONE 100 ML /BOTT
6788abc5-ad6b-4266-beea-92f0c3d7ef00,TRUE,ANTILICE SPRAY (WITH COMB) DIMETHICONE 60 ML /BOTT
dca74968-4c9d-45d6-a8cc-58a3d5b3bfba,TRUE,ARTIFICIAL TEARS EYE DROPS 15 ML /BOTT
2a56e3f5-1cdf-4ac8-b388-db587bf08828,TRUE,AZITHROMYCIN 250 4 TAB /BOX
071146c1-0f43-462a-941d-6fe0d1b921c3,TRUE,CACO3 & MGSO4 CHEW TAB 96 TAB /BOX RENNIE
2018c7f0-c96e-4872-8f46-0dc345507848,TRUE,CHLORHIXIDINE & PANTHINOL CREAM 50 GRAM /TUBE
c55496c3-1aba-4e48-a2e2-43db7bf0a5db,TRUE,COPPER IUD
af19a3fb-49b9-425d-9c7d-e36ec79a496d,TRUE,DEXAMETHASONE ; POLYMYXIN B SULFATE ; NEOMYCIN SULFATE EYE DROPS
b9a711a8-92ea-4f4b-9f75-0bfe5048ad88,TRUE,DEXAMETHASONE ; POLYMYXIN B SULFATE ; NEOMYCIN SULFATE EYE OINT
86026f2f-0903-4c8b-abff-93d943a626d9,TRUE,DICLOFINAC NA 100 SUPP 6 SUPP /BOX
1bc3adaa-4c73-4fa0-8290-b332c4ca421d,TRUE,DIMETHICONE ANTIFLAUTELENCE DROPS 30 ML /BOTT
d8c188df-3552-4824-bb38-b440e54066eb,TRUE,DUAL THERAPY CONTRACEPTIVE PILLS 3 CYCLES /BOX
73bd270f-1fdf-4db5-b726-7baa2b270577,TRUE,FOLIC ACID 30 TAB /BOX 30 TAB /BOX
8416af60-831b-4705-b2fb-4087d1d9189a,TRUE,GENTAMYCIN ; TRIAMSINOLONE ; NYSTATIN ( COMBINATION CREAM ) 15 GRAM /TUBE
dad97d46-3075-4490-a7f7-94e0e01b5ef0,TRUE,HIGH POTENCY VIT B COMPLEX 30 TAB /BOX
bd29422e-2f98-498d-9ae4-1f423e9e198b,TRUE,HIGH POTENCY VIT B COMPLEX 20 TAB /BOX
9237d7a5-a392-48e5-a62d-8d40b6b587b8,TRUE,HIGH POTENCY VIT B COMPLEX 5 AMP /PACK
f04e70ac-3460-41ef-9c2d-909ab9f45fa3,TRUE,HIGH POTENCY VIT B COMPLEX 6 AMP /PACK
80378749-c2c0-4941-9a77-daf0a2f9a545,TRUE,IVY LEAVES EXTRACT SYR 100 ML /BOTT
33be5339-01a4-46a0-87d8-065e060543be,TRUE,LACTULOSE SYR 300 ML /BOTT
66dcac3e-e871-40c0-97ee-8ab2463bb3d8,TRUE,MONO THERAPY CONTRACEPTIVE PILLS 3 CYCLES /BOX
767d0343-8335-4414-9707-04327b50c966,TRUE,MULTIVITAMIN (A TO Z ) SYR 120 ML /BOTT
1fb951bb-dbd5-4993-9272-fcdfede12baa,TRUE,MULTIVITAMINS (A TO Z ) 30 TAB/BOX IN FOR OF BLISTERS PVC
dae67cf3-b60f-4b6c-9cee-0510a8f8de0f,TRUE,NYSTATIN & METRONIDAZOLE VAGINAL OVULES 10 OVULES /BOX
a083f864-15f3-4d79-9299-31ed3fe765ac,TRUE,OMEGA 3 CAPS 1 GRAM 30 CAPS/BOX IN FORM OF BLISTERS
460daffe-740f-4370-893f-79885ec81842,TRUE,OMEGA 3 CAPS 1 GRAM 60 CAPS/BOX IN FORM OF BLISTERS
06789021-40f5-4d91-8b3c-c9da660dca37,TRUE,OXYTETRACYCLINE EYE OINT 5 GRAM/TUBE
ba9ea54d-b1d9-4de4-877b-73b50fde6ba4,TRUE,PANADOL MIGRAINE 30 TAB /BOX
fec87818-290b-416f-9c4e-f21fed49a7b6,TRUE,PANTHINOLIC ACID OINT. 30 GRAM /TUBE
353a0285-c6e1-4b59-93ed-05be5f070fd4,TRUE,PYRIDOXINE + MECLOZINE 20 TAB /BOX
17c6a3d9-3061-418b-8120-93ae6273fa7c,TRUE,RIVAROXABAN 10 MAG 30 TAB /BOX
f6546d86-b2e4-481b-80ac-a65aae0dc47d,TRUE,RIVAROXABAN 20 MAG 30 TAB /BOX
bf3db204-3367-4a28-bdb8-ecbae5b7573c,TRUE,SIMETHICON DROPS 30 ML /BOTT
864ef61f-4e21-447a-8558-144b357f7a92,TRUE,TETRACYCLINE EYE OINT. 5 GRAM TUBE
c6139f7f-0e85-4b3e-8d9e-3e461219be12,TRUE,TRIPROLIDINE 1.25&PSEUDOEFPHEDRINE 30& PARACETAMOL 20TAB /BOX
0f2378e8-a05d-43d4-aceb-9d1126fd443b,TRUE,WAX REMOVAL EAR DROPS 15 ML /BOTT
ac06cedd-2b1a-423f-9505-b2f98a62f337,TRUE,ASCORBIC ACID 750 MG; ZINC OXIDE 25 MG 30 CAPS /BOX
3c12aebe-f2ca-4dd1-98fa-4135dca390c9,TRUE,ACETYL SALCYLIC ACID 100 MG TAB 30 TAB /BOX
43a14660-0717-4c5b-91d2-c6b44ec4d074,TRUE,ACETYL SALCYLIC ACID 75 MG TAB 30 TAB /BOX
7a64e70e-aba6-4091-a694-2e5cac877f24,TRUE,ACYCLOVIR 2% CREAM 15 GR /TUBE
1f2dd12b-4d8d-4ba5-b8e6-0f369150669f,TRUE,ACYCLOVIR 2% CREAM 10 GR /TUBE
267cfac5-8a8a-4999-a786-0ea803476b3c,TRUE,ACYCLOVIR 800 MG TAB 35 TAB/BOX
3908881e-74c0-48fa-9715-535d44f40a0a,TRUE,ACYCLOVIRE 100 MG SYR 100 ML /BOX
4fc02439-3df1-4248-8a28-e8cb8c1b54c3,TRUE,ALENDRONATE NA 70 MG/TAB 4 TAB /BOX
40b89394-c219-43aa-a383-90c257dd4308,TRUE,ALFACALCIDOL 0.25 MG 30 CAPS /BOX
24953a53-ff11-4907-adcd-f41dc73a3e4b,TRUE,ALFACALCIDOL 1 MG 30 CAPS /BOX
42d896a8-3b59-424a-9e51-88a936ea9595,TRUE,ALLOPURINOL 100 MG TAB 30 TAB /BOX
7bb03eb0-6d69-4dff-8c1c-45ed735892eb,TRUE,AMILODIPINE 5 MG 30 TAB /BOX
39ff897c-eef1-4add-be2f-732d59d82213,TRUE,AMOXICILLIN 400 MG + CLAVULANIC ACID 57 MG 70 ML /BOTT
ff98561a-0733-4d1f-a3d4-0d38b2997946,TRUE,AMOXICILLIN 400 MG + CLAVULANIC ACID 57 MG 35 ML /BOTT
1384ce8a-c788-407e-960f-29632d7a7fe9,TRUE,AMOXICILLIN 400 MG + CLAVULANIC ACID 57 MG 80 ML /BOTT
5240dd16-27c1-43f4-8a0d-8cf41210394e,TRUE,AMOXICILLIN 500 MG + CLAVULANIC ACID 125MG 20 CAPL /BOX
634a40a1-9723-4797-bd4d-b90822831b60,TRUE,AMOXICILLIN 500 MG + CLAVULANIC ACID 125MG 16 CAPL /BOX
5d50c822-3dac-4725-87c4-b37afc292f76,TRUE,AMOXICILLIN 500 MG + CLAVULANIC ACID 125MG 12 CAPL /BOX
5fbab5a6-057a-42de-92b6-5fadc24610e2,TRUE,AMOXICILLIN 500 MG 16 CAPL/ BOX
6b803e40-26e4-408e-9a04-8fc6c5b6d1fb,TRUE,AMOXICILLIN 875 MG & CLAVULANIC ACID 125 MG 14 TAB/BOX
3b466548-6ac8-4879-9d1f-271160a38010,TRUE,AMOXICILLINE 125 MG 100 ML /BOTT
98521991-6e8a-4fcd-b817-690bc0fc6d39,TRUE,APIXABAN 5 MG TAB 60 TAB /BOX
c624c3e5-e898-40e2-bf09-c8d31fbd60f9,TRUE,ATORVASTATIN 20 MG 30 TAB /BOX
1472959d-3cb9-44c8-bde7-8c2b3ea3d503,TRUE,ATORVASTATIN 40 MG 30 TAB /BOX
154d6821-3e95-44c2-beb6-d84473f52e3a,TRUE,AZITHROMYCIN 500 MG CAPS 5 CAPS/BOX
407a1a13-66a8-412c-bb38-73c3705ce04f,TRUE,AZITHROMYCIN 500 MG CAPS 3 CAPS/BOX
2ba15af0-ca74-455c-9e1f-f9ef62609063,TRUE,AZITHROMYCINE 200 MG SUSP 22.5 ML /BOTT
77d9beca-d0ba-4668-a1a6-a5b2725c380d,TRUE,AZITHROMYCINE 250 MG CAPL. 6 CAPS /BOX
fa3d0ab7-6ec7-4f62-8994-c2a56d50f8b7,TRUE,AZITHROMYCINE 250 MG CAPL. 4 CAPS /BOX
09a6b697-6031-4bd9-a4b2-0b442218b301,TRUE,B- SITOSTEROL 0.025 MG OINT 30 GRAM /TUBE
2977ddf4-2a2f-4a80-b715-331eecae2b0a,TRUE,BECLOMETHASONE 100 MCG 200 BUFF /BOTT INH
855735dd-9ca7-404b-82fd-aa14b0be5b2d,TRUE,BECLOMETHASONE 250 MCG 200 BUFF /BOTT INH
aba6c429-65aa-472a-8a3d-8a2f2191fb58,TRUE,BETAHISTINE 16 MG TAB 20 TAB /BOX
dd9e9bc5-e1d5-4cc8-a612-dfbc05028fdd,TRUE,BETAHISTINE 16 MG TAB 30 TAB /BOX
ea00503e-a49e-424a-9a11-df72adc92440,TRUE,BETAHISTINE 16 MG TAB 60 TAB /BOX
b2ee52ca-8d26-4448-8b9b-7be350f40688,TRUE,BETAMETHASONE 1% CREAM 15 GR /TUBE
51e16584-e1c6-4a63-b21c-440f6f4706ef,TRUE,BETAMETHASONE 1% OINT. 15 GR /TUBE
edb3ed63-29c8-414d-94c6-6712146f2597,TRUE,BETAMETHASONE 2 MG /2 ML AMP
8211bc1e-b8d2-416a-ab3f-4f195c6c8367,TRUE,BISACODYL 5 MG TAB 30 TAB /BOX
40d3d143-5d92-4139-b28c-e6dd92fca0aa,TRUE,BISACODYL 5 MG TAB 20 TAB /BOX
ab1cb142-83dd-43ac-bdc1-9a2b4b496ab4,TRUE,BISACODYL 5 MG ; DIOCTYL NA PHOSPHOSACCINATE 100 10 TAB/BOX
70cf7d9f-233b-42f1-adbb-8af189d5080e,TRUE,BENZATHINE BENZYL PENICILLINE (LAP) 1.2 MIU
4eacbe6e-e456-48ba-ac2d-72f231a9d46b,TRUE,BENZATHINE BENZYL PENICILLINE (LAP) 2.4 MIU
33cb156f-2d88-44e2-9b4a-0c6c1d1ffb04,TRUE,BISOPROLOL HEMIFUMARATE 5 MG 30 TAB /BOX
84564259-4ab8-4074-ae16-560c8143f645,TRUE,BISOPROLOL HEMIFUMARATE 10 MG 30 TAB /BOX
7249b9ef-abf4-4907-8c36-0c244cb5d282,TRUE,BRIMONIDINE 0.1% EYE DROPS
10967515-54ed-424f-93e7-0a2ae76deb54,TRUE,BUDESUNIDE 400 MCG CAPS 60 DOSE /BOX
32724e9d-1515-4b91-95fa-6211f499da33,TRUE,CABERGOLINE 0.5 MG TAB 2 TAB /BOX
13d15a7e-b721-440c-820e-d3bc4f5d9997,TRUE,CALAMINE 15% & ZINC OXIDE 5% LOTION
352b81f6-9201-469a-9890-416ba049ef16,TRUE,CALCIUM 600 MG & VIT D3 60 CAPS /BOX
8325cb3d-7819-44fd-a0a2-e117002c7b0a,TRUE,CALCIUM 600 MG ;VIT D3 ;MAG. & ZINC 20 EFF TAB /BOX
31fe2d0b-71de-431d-a0b2-a70e7f42dbde,TRUE,CANDESARTAN & HCT 16/12.5 MG 28 TAB /BOX
91884176-9027-41e1-9bc9-b779ffd4934b,TRUE,CANDESARTAN 16MG 28 TAB /BOX
73ef91f7-8642-4ff1-ad4b-0245ab3e95f2,TRUE,CANDISARTAN 8 MG 28 TAB /BOX
3c61d700-ad41-4726-8b04-17e1885c35ca,TRUE,CARBIDOPA /LEVODOPA 250/25 MG 20 TAB /BOX
1dd83eb9-8b69-44f9-a7f4-1e51b5afc34d,TRUE,CEFALEXIN 500 MG CAPS 12 CAPS/BOX
e6dcf5a8-d7d3-4f13-8a3e-fbdee37a10de,TRUE,CEFALEXIN 1000 MG CAPS 8 CAPS/BOX
5882de49-dc38-445f-b7dc-cb03ad413499,TRUE,CEFDINIR 250 MG 60 ML /BOTT
884daca2-a6b2-44c0-af88-864c9c310093,TRUE,CEFDINIR 300 MG CAPS 10 CAPS /BOX
1e92a093-d006-4f10-ab9b-389222459296,TRUE,CEFIXIM 100 MG 75 ML /BOTT
9f435d1d-9c8e-49de-8b23-507ea9ca9ef4,TRUE,CEFIXIM 200 MG 10 TAB /BOX
134779bb-2a0e-4af2-a9ca-8caef26eb1a4,TRUE,CEFIXIM 400 MG 5 TAB /BOX
5f9f55bb-e643-4493-bbce-aa544d9343c0,TRUE,CEFUROXIME 500 MG TAB 10 CAPL /BOX
6befa1f4-a22b-4872-b87b-78c54c03d4d8,TRUE,CEFUROXIME 500 MG TAB 20 CAPL /BOX
90e7a5ba-075f-4773-86e2-f50418779800,TRUE,CELECOXIB 100 MG CAPS 20 CAPS /BOX
f2f18d45-5760-4937-b7c8-8f2ef50bdf7f,TRUE,CELECOXIB 200 MG CAPS 10 CAPS /BOX
49468113-cbf9-4776-960c-b76370602422,TRUE,CELECOXIB 200 MG CAPS 20 CAPS /BOX
22395d41-b1a1-443f-9989-9ac4f1a85885,TRUE,CELECOXIB 200 MG CAPS 30 CAPS /BOX
d87ef2a0-18d2-494f-b9d5-44e2108d530b,TRUE,CHLORPHENERAMINE 2 MG / TAB 20 TAB /BOX
12aa04c3-fde9-4ece-ab64-a1f50e6774f6,TRUE,CHLORPHENERAMINE 4 MG / TAB 60 TAB /BOX
534e5b53-e48b-47cb-b970-dab947c52639,TRUE,CHLORPHENERAMINE 2 MG /5 ML SYR 100 ML /BOTT
320bd5bb-342e-4f6b-84cf-8271322bd384,TRUE,CHLORPHENERAMINE 8 MG & PSUEDOPHRINE 120 MG CAPS 10 CAPS/BOX
dd6693b7-b8c1-4710-860c-b12cf65d677d,TRUE,CINNARIZINE 25 MG TAB 20 TAB /BOX
0ab655e0-a7ea-4d2d-a54d-8f57fecca31e,TRUE,CIPROFLOXACIN 500 MG CAPLETS 10 CAPL./BOX
154df211-896f-4168-968c-e45b8534a853,TRUE,CIPROFLOXACIN HCL 0.2%& HYDROCORTISONE 1%
80d30e22-7d97-46ba-9d6a-a1b718f1ce41,TRUE,CLINDAMYCIN 2% VAG.CREAM 20 GRAM WITH APPLICATOR
0baefd89-8217-463f-b03f-12787f92e530,TRUE,CLINDAMYCIN 300 MG CAPS 16 CAPL./BOX
98499af9-91e5-45b0-a683-0dcc0e2a7cb4,TRUE,CLINDAMYCIN 300 MG CAPS 10 CAPL./BOX
9c523c74-7889-46fa-83c4-24a4d4b378db,TRUE,CLOBETASOL PROPIONATE 0.05% CREAM 25 GRAM /TUBE
1939e2ac-ba4c-4e52-bef9-b5649c919845,TRUE,CLOMEPHENE CITRATE 50 MG 10 TAB /BOX
6c5d3265-79d9-4c17-bdb6-fb3e48a9a40f,TRUE,CLOPIDAGRIL 75 MG 30 TAB /BOX
1b464816-17f5-4391-b33b-3bbd4f243237,TRUE,CLOPIDAGRIL 75 MG 100 TAB /BOX
4402b74f-50f7-40e4-bc99-e7c8851fc889,TRUE,CLOTRIMAZOLE 200 MG 6 PESS/BOX WITH APPLICATOR
06ebb7f4-95cf-4199-9945-580e4bf2809e,TRUE,CLOTRIMAZOLE 1% 30 GRAM /TUBE VAG. CR. WITH APPLICATOR
b1668a0d-39f6-4c7a-81e4-c73554a78c4e,TRUE,CLOTRIMAZOLE 1% &HYDROCORTISONE 1% CREAM 30 GRAM /TUBE
e6e1dbc6-3de8-458e-80ad-08e8755dada7,TRUE,COLCHICINE 0.5 MG 30 TAB /BOX
f7042670-3161-4b7f-b842-01dea8f801d0,TRUE,COLCHICINE 0.5 MG 100 TAB /BOX
a8815f5a-aad3-4778-a632-3188727d261e,TRUE,COLLAGENASE 0.6 IU FOR ENZYMATIC DEBRIDEMENT IRUXOL GEL 15 GRAM /TUBE
13eddaff-c6a4-4de3-a8e2-fb5840949cae,TRUE,DAPAGLIFLOZIN 10 MG TAB 30 TAB /BOX
62faf35f-b161-4016-a935-d9eb03491d77,TRUE,DECONGESTANT NASAL SPRAY0.05% 10 ML /BOTT
7452b286-8367-48fe-af72-15509bdcfeb3,TRUE,DESLORATIDINE 5 MG 30 TAB /BOX
40ee75ab-390c-4530-8c85-db3c02532e89,TRUE,DEXAMETHASONE 0.5 MG & CHLORPHENERAMINE 2 MG 100 ML /BOTT
288572e5-5539-45ed-ab66-7190fbdb44d5,TRUE,DEXAMETHASONE 4 MG AMP 100 AMP/BOX
3cb23c04-5597-4ecc-973f-a6ba15663639,TRUE,DEXAMETHAZONE 8 MG 30 TAB /BOX
eb64a716-cb9f-4f78-a24d-2705cdb3d0cb,TRUE,DEXCHLORPHENERAMINE 2 MG / TAB 1000 TAB /BOX IN FORM OF BLISTERS PVC
839fb359-fa73-4a72-a04b-3c7da2db3e6e,TRUE,DEXCHLORPHENERAMINE 2 MG /5 ML SYR 100 ML /BOTT
5add8827-678c-4888-99b4-7a8a93930455,TRUE,DEXIBUPROFEN 400 MG 30 TAB /BOX
16554b81-3415-430d-bb02-419e8f4ac459,TRUE,DEXTROMETHORPHAN HBR 10MG/5ML; PSEUDOEPHEDRENE HCL 30MG/5ML;TRIPROLIDINE HCL 1.25MG/5ML
b22f9a4c-fe60-47ba-8a64-94304938af2b,TRUE,DICLOFENAC SODIUM 1% EMULGEL 30 GR /TUBE
f0fc44c2-4c76-47cc-a224-699b97c9f014,TRUE,DICLOFENAC SODIUM 12.5 MG SUPP 6 SUPP/BOX
6c031085-e8a6-4e2d-a610-c2edd151ed51,TRUE,DICLOFENAC SODIUM 25 MG SUPP 10 SUPP/BOX
023d1404-d81d-4299-b4ee-9dabd2b2520a,TRUE,DICLOFENAC K 50 MG TAB 30 TAB /BOX
bcdb63b0-b9dd-4d67-ab43-bf916e9099af,TRUE,DICLOFINAC NA 50 MG TAB 20 TAB/BOX
22d7b9a1-b4a9-4c18-9440-4200663a8f75,TRUE,DICLOFINAC NA 50 MG TAB 30 TAB/BOX
e9bfba77-3469-4046-ac77-b688bd1ced76,TRUE,DICLOFINAC NA 75 MG AMP
ba50d23d-edd8-45a2-8221-9131d538d122,TRUE,DICLOFEN 75MG. 10 SUPP. DICLOFEN
aa29f270-bd57-4957-ab32-c50395b13b37,TRUE,DORZOLAMIDE 2% EYE DROPS & TIMOLOL 0.05%
b9b1f2aa-77d0-4914-8e3a-f8f6142e6e9b,TRUE,DOXALAMINE 25 MG & PYRIDOXINE 50 MG 30 TAB
cebd65b7-596b-4837-ba47-ad4d61c89a15,TRUE,DOXYCYCLINE 100 MG TAB 10 TAB /BOX
b3ab4acd-e41e-432b-ba59-6b970e8640ef,TRUE,DOXYCYCLINE 100 MG TAB 100 TAB /BOX
cdf9c2b6-8510-4ec2-bb9c-a6984cf230d4,TRUE,DYDROGESTERONE 10 MG 60 TAB /BOX
fe350083-178f-4416-a8a5-20ee4ceef16f,TRUE,ENALAPRIL MALEATE 20MG 30 TAB/BOX
27fcbc55-cd0b-480f-8d7c-92dc04c826f4,TRUE,ESOMEPRAZOLE 40 MG 28 CAPS /BOX
f6b67b8e-4776-4f8c-8f42-bbd7c778d1fd,TRUE,ESOMEPRAZOLE 40 MG 30 CAPS /BOX
d11a66e1-c9f1-44ae-b8e2-859028338116,TRUE,FAMOTIDINE 40 MG 30 TAB /BOX
1519dc30-0be8-4294-b09d-c63a63dd2511,TRUE,FERROUS SALFATE 50 MG 15 ML /BOTT DROPS
04dff961-66b1-4826-9de7-5f4901c08d22,TRUE,FERROUS SALFATE 60 MG 30 TAB /BOX
48a62c6a-69c4-42e5-99ef-82b5de4c7138,TRUE,FEXOFENADINE HCL 180 MG /TAB 15 TAB /BOX
85d1f160-c969-49d7-9c78-76845f919558,TRUE,FLUCONAZOLE 150 MG CAPS 1 CAPS/BOX
a0880d24-bf87-48cb-b350-3e522f7a4f0f,TRUE,FLUCONAZOLE 150 MG CAPS 2 CAPS/BOX
31a6ab93-513b-4daa-a091-ecadb331a786,TRUE,FLUCONAZOLE 150 MG CAPS 6 CAPS/BOX
b4a68d92-4e7d-4358-821a-44b09ea75dc4,TRUE,FLUCONAZOLE 200 MG CAPS 7 CAPS/BOX
2a7bf130-3a8f-4005-b14e-6065f2871523,TRUE,FLUOROMETHOLONE 0.1% EYE DROPS 5 ML /BOTT
a28faa87-dd57-4c8c-8589-f7fa924dd317,TRUE,FLUTICASONE 0.05 % NASAL SPRAY 120 METERED DOSE
37556c05-0d41-4448-840b-c6c4a3a27874,TRUE,FOLIC ACID 400 MCG & IRON 60 MG 30 TAB /BOX
b6f7ab69-1d89-4dca-bcbf-8a3884ac5202,TRUE,FORMETEROL 12 MCG CAPS FOR INHALATION 30 CAPS/BOX
7a1f77e4-447e-420a-9e71-23eeea75b375,TRUE,FUCIDIC ACID 2% & HYDROCORTISONE 1% CREAM 15 GR /TUBE
12fbb594-cda2-4e25-8075-c6be08460203,TRUE,FUCIDIC ACID 2% & BETAMETHASONE 1% CREAM 15 GR /TUBE
fa17bb3c-7742-4cda-b198-df4457f70d45,TRUE,FUCIDIC ACID 2% CREAM 15 GR /TUBE
af8c2361-094d-43d4-8479-c7c46cc65bb6,TRUE,FURAZOLIDONE 20MG/TAB; KAOLIN 40MG/TAB; PECTIN 40MG 20 TAB /BOX
aa3cf11e-e28a-4476-981c-365cebb7ccc3,TRUE,FUROSEMIDE 40 MG 30 TAB /BOX
c46119d1-2937-4e9a-b50c-2f3726cd3ce6,TRUE,FUROSEMIDE 40 MG 24 TAB /BOX
edea8185-b85b-4dda-9524-731ef94c09db,TRUE,GENTAMYCIN 0.1 % DROPS 5 ML /BOTT
b7473ae9-8df1-4d36-af60-1869777f1617,TRUE,GENTAMYCIN 2% CREAM 15 GR /TUBE
6e744ceb-6659-45e8-ace5-233af3dc8cdc,TRUE,GLICLAZIDE 80 MG TAB 100 TAB /BOX
336473fe-81cb-469f-8abb-24e437db0581,TRUE,GLIMEPRIDE 2 MG 30 TAB /BOX
af3f89c8-5ff0-4a08-8863-7ddc4ea626a8,TRUE,GLIMEPRIDE 3 MG 30 TAB /BOX
157d09fc-dad9-4027-bd6d-14f8f4532c9b,TRUE,GLIMEPRIDE 4 MG 30 TAB /BOX
a6cc425c-d0c1-4f88-b6f7-09e80f57ff5a,TRUE,GUAIFENASINE 100 MG & TRIPROLIDINE SYR 100 ML /BOTT
d28de05b-7d45-4271-99b3-5215c14755c0,TRUE,GUAIFENASINE 100 MG;PSEUDOEPHEDRENE HCL 30MG; TRIPROLIDINE HCL 1.25MG/5ML
5c3b25f1-c1b0-477e-b0bd-1a66cf86b652,TRUE,GUAIFENSIN & BROMHEXINE & TURBUTALIN & MENTHOL 125 ML/BOTT ALL-VENT SYR
519b6141-aec3-4dbd-9bdb-9c9e73622667,TRUE,HEXAMINE-SODIUM BENZOATE EFF. POW 125 GRAM /JAR
58ffc334-c62a-4966-bd1b-97716884c50e,TRUE,HEXAMINE 500 MG ; KHELLINE 1.83 MG 12 SAC/BOX
0492f042-4e8d-431f-b905-9bfa77abe3a5,TRUE,HYDRALAZIN 20MG /1ML AMP
3fb92fd3-1c98-4ed2-8d12-682a811429ea,TRUE,HYDROCHLOROTHIAZIDE 25 MG 30 TAB /BOX
fa4baaf7-8d52-4234-a4ad-8b0f7a0714e3,TRUE,HYOSCINE -N- BUTYL BROMIBE 10 MG AMP 10 MG /AMP 100 AMP /BOX
8b8b9212-df9f-4a9d-a800-e60c9ea612e5,TRUE,HYOSCINE -N- BUTYL BROMIBE 10 MG TAB 20 TAB /BOX
37926843-ec5a-4719-aadf-2c4e7fd5f54b,TRUE,HYOSCINE -N- BUTYL BROMIBE 10 MG & PARACETAMOL 500 MG TAB 20 TAB /BOX
e0d225f8-aab7-44b5-b426-31fb237b72a6,TRUE,IBUPROFEN 100 MG & PSUDOEPHEDRINE 15 MG SYR 100 ML /BOTT
93c362f9-ab42-497a-920a-8aaf393e9845,TRUE,IBUPROFEN 100 MG SUSP 75 ML /BOTT
c550d4da-f38d-4de3-9b7d-37b926db3365,TRUE,IBUPROFEN 100 MG /5 ML 120 ML/BOTT
6be58bbc-51ae-4611-ad99-be651fa9a1fb,TRUE,IBUPROFEN 100 MG & PSUDOEPHEDRINE 15 MG & CHLOROPHENIRAMINE 1 MG /5 ML 115 ML /BOTT
ff99e761-672f-460e-a2c5-03b07a10f8f4,TRUE,IBUPROFEN 200 MG 100 TAB /BOX
34f110f7-5895-456c-84ad-cc05a41aefbe,TRUE,IBUPROFEN 200 MG /5 ML SUSP 100 ML /BOTT
ccfa10d5-b0ab-4642-8634-2200cc8fa671,TRUE,IBUPROFEN 200 MG /5 ML SUSP 120 ML/BOTT
e8687176-003a-4c28-a182-1c4cf3bf98f1,TRUE,IBUPROFEN 200MG & Pseudoephedrine 30MG 20 TAB/BOX
0c72aef0-8402-4989-a0cf-ccb5f7a674d2,TRUE,IBUPROFEN 400 MG CAPL. 30 CAPL./BOX IN FORM OF BLISTERS PVC
e86a5b4a-c3a0-4d4b-8b45-0d4ee154bc3e,TRUE,IBUPROFEN 400 MG CAPL. 1000 CAPL./BOX IN FORM OF BLISTERS PVC
28c60afe-cf69-4d06-a17c-dc5c4d0ed7be,TRUE,IBUPROFEN 600 MG CAPL. 500 CAPL/BOX IN FORM OF BLISTERS
c97fd369-36e7-44e3-92f8-89254b3cfe23,TRUE,INDOMETHACIN 25 MG 10 SUPP./BOX
f2640bbb-7d53-4f4c-90e5-d30e6117efd7,TRUE,IRON SULPHATE 125 MG /ML 30 ML/BOTT
17beeb1d-2f7b-4d9a-b175-45024f624791,TRUE,ISO-SORBIDE DINITRATE 5 MG SL 100 TAB /BOX
447d1117-acad-46f0-8671-b9143ee0609a,TRUE,ISO-SORBIDE MONONITRATE 20 MG 30 TAB /BOX
d55545ca-0d38-42f3-9ad5-807c876f28fa,TRUE,ITRACONAZOLE 100 MG CAPS 4 CAPS /BOX
fcda26d8-7c78-4451-af6d-cb097cde66ef,TRUE,KETOCONAZOLE 2% CREAM 15 GR /TUBE
14692499-3f00-40a7-953f-87b94be07a53,TRUE,KETOPROFEN 150 MG 30 TAB /BOX
ca277064-8132-4736-9de3-b70290cf5a7a,TRUE,LEMOFLOXACIN 0.1 % DROPS 5 ML /BOTT
05ef7bc5-b167-4815-8092-b7e3940026b4,TRUE,LETROZOLE 2.5 MG 30 TAB /BOX
ea6c9cce-ac22-44e0-89ad-3fe40b232a1e,TRUE,LEVOFLOXACIN 0.1 % EYE DROPS 5 ML /BOTT
